,Address,Type,Name
2560,Astang Ayurveda ,Hospitals/Healthcare,"Mig-43, Pokhariput,
BDA Colony, Phase-1"
2561,SalonKhoj ,Hospitals/Healthcare,"112 Southend Square, RIICO Industrial 
Area, Mansarovar Jaipur-302017
"
2562,Godiets ,Hospitals/Healthcare,"19, Gagan  Vihar
Next to R G stone centre Near Preet 
Vihar
Delhi-110051"
2563,Surrogacy Center Jalandhar ,Hospitals/Healthcare,"77 Main Road Dakoha, jalandhar, india"
2564,Anandan Urology Clinic ,Hospitals/Healthcare,"ANANDâ€™S URO-ANDROLOGY Clinc
Flat 3, No. 382, TTK Road,
(Opp LifeStyle Home Center and between Surya and Geethanjali Cafes)
Alwarpet, Chennai 600018, Tamil Nadu"
2565,eventuslife ,Hospitals/Healthcare,"Matrix Tower, Noida
Uttar Pradesh
India"
2566,SoPro ,Hospitals/Healthcare," Bldg C/24-1, J B Nagar, Borivali 
West, MUMBAI      400103 Maharashtra, 
India"
2567,Lotus Hospitals ,Hospitals/Healthcare,"D. No: 6-2-29, Lakdikapul Road, P & T 
Officers Colony, Chintal Road, 
Hyderabad, Telangana 500004"
2568,Jagruti Rehab Centre ,Hospitals/Healthcare,"Opp. Krushi Vidyalaya, 
Sitai Nagar, Near Kudale
Maruti Showroom, Manjari Farm, 
Pune-Solapur Road,
Hadapsar, Pune."
2569,Dr Archana Dhawan Bajaj ,Hospitals/Healthcare,"Nurture Clinic
B-125, Naraina"
2570,SOMATCO ,Hospitals/Healthcare,Mumbai
2571,Bowel Cleanse ,Hospitals/Healthcare,"NP -16 Pitampura, Opp MP Mall Near 
Gopal Mandir"
2572,Maa ENT Hospitals ,Hospitals/Healthcare,"1265, Jubilee Hills Check Post Rd, 
Park View Enclave, Jubilee Hills, 
Hyderabad, Telangana 500033
"
2573,indiasupply ,Hospitals/Healthcare,"707, Siddarth Building 96, Nehru Place 
New Delhi 110019"
2574,Trisa Dental Solutions ,Hospitals/Healthcare,"19, Patel Building, 2nd Floor, Above 
Janta Dugdhalay, Above Mahaveer 
Sports, Mahatma Gandhi Road, Mulund 
West"
2575,vestige marketig pvt ltd ,Hospitals/Healthcare,"Tunga Village Powai, Andheri East, 
Mumbai-72"
2576,BodyHomeWork ,Hospitals/Healthcare,"Vinayak Nagar, Gachibowli, 
Hyderabad, Telangana 500032

"
2577,rohit eye Care and Child Care Centre ,Hospitals/Healthcare,"E-1 HIG Main Road, Near LIG Square, 
Opp. Mobile Tower, Indore (M.P)"
2578,Medicomart ,Hospitals/Healthcare,"29, Jay Shefali, Nr.Shivranjani Cross Road, Satellite, Ahmedabad"
2579,Progenesis ,Hospitals/Healthcare,"
1st & 2nd Floor, Rushiraj Annex, Opp. Kathiyawad, Dâ€™Souza Colony, College Road, Nashik-05, Maharashtra, India
"
2580,HiTech Sweet Water Technologies Pvt Ltd ,Hospitals/Healthcare,"229/230 Turning Point, Ghod Dod Road, 
Surat"
2581,DermaClinix ,Hospitals/Healthcare,"E-13, Basement, Defence Colony, Near Andrews Ganj Bus Stop, New Delhi, Delhi 110024
Phone:011 6545 7771"
2582,Healthabove60 ,Hospitals/Healthcare,"No 5, 
54th street,
54th Lane,
11th Avenue,
Ashok Nagar,
Chennai â€“ 600083"
2583,Srivari dental clinic ,Hospitals/Healthcare,"No.4/13, Valluvar Salai,

Down Stair Of LIC Office & Near Ayyanar Super Market,

Ramapuram

Chennai"
2584,Om Eye and heart care ,Hospitals/Healthcare,"30, Laxmi Classic, Pratik Nagar Chowk, 
Vishrantwadi, Alandi Road, Pune"
2585,my Dentist Choice ,Hospitals/Healthcare,"Rahmat Gulshan Colony, 
P Janardhan Reddy Nagar, 
Gachibowli, Hyderabad, Telangana
500081
"
2586,dr meet clinic ,Hospitals/Healthcare,"G-1 Prakash Tower , 23/1 , Y.N. Road Opp- Rani Sati Gate , Indore (M.P.)"
2587,Bariatric and Metabolic surgery ,Hospitals/Healthcare,"Codsils, OPD No 5, Fortis Hospital"
2588,Herbalife Products Distributor ,Hospitals/Healthcare,"14, 4th Shop Lane Tata Silk Farm, 
Jayanagar, Near SAngeeta Showroom 
Bengaluru Karnataka 560070"
2589,life care homeopathy ,Hospitals/Healthcare,"Flat No. 501, Gayathri Towers,
Green Hills Colony, 
Beside Karachi Bakery,
Kothapet, Dilsuknagar,
Hyderabad - 500 060"
2590,radiance hair Clinics ,Hospitals/Healthcare,"Plot No â€“ N/1-46, IRC Village, First lane"
2591,Arogyadham treatment Centre Dehradun ,Hospitals/Healthcare,"Shastri Nagar, Near Hurla Stores
Haridwar Road, Dehradun
Uttarakhand, PIN - 248001"
2592,expresscardiaccare ,Hospitals/Healthcare,"29, Jay Shefali,
Shivranjni Cross Road,
Satellite,"
2593,Ayurved Home ,Hospitals/Healthcare,udaipur
2594,AnkitPloyweaveIndutry ,Hospitals/Healthcare,"Plot No-124, Sector-26 Industrial Area"
2595,Pharmascience the india ayurveda ,Hospitals/Healthcare,"5/11 Amer Complex  Second Floor Mp 
Nagar Zone 2, mp nagar zone 2 
bhopal mp
http://www.doublestemcells.org/"
2596,Vijayanagar College of Nursing ,Hospitals/Healthcare,"Vijayanagar College of Nursing,
#43 1st A Cross, 1st Main, 
Nagarbhavi, 
Bangalore, Karnataka, India - 
560072"
2597,oral impants ,Hospitals/Healthcare,"F 14, First Floor Deepthi 
Apartments
Beside St.Anns High School,S.P.Road
Secunderabad
500003

"
2598,PARANJPE VISION CARE ,Hospitals/Healthcare,"Shop 7, Karnik Heritage, F.C. Road, Pune"
2599,Medylife ,Hospitals/Healthcare,"G-11 Aditya Plaza-2
Kaushambi,Ghaziabad"
2600,SSD Hospital ,Hospitals/Healthcare,"Plot 12-13, Sector 20, Koparkhairane, Navi Mumbai 400709"
2601,DrKvr Prasad ,Hospitals/Healthcare,"Century Super Speciality Hospital, 
Road No. 12, Banjara Hills, Hyderabad 
- 500034, Telangana, India."
2602,Transplant Hyderabad ,Hospitals/Healthcare,"Century Super Speciality Hospital,
Road No. 12, Banjara Hills,
Hyderabad - 500034,
Telangana, India."
2603,pAWAN PATH LAB ,Hospitals/Healthcare,"LG-8,lucky plaza,sector-12,vasundhra"
2604,dr s V prasad Alternative therapy ,Hospitals/Healthcare,"520 (1-10-98/13), Lane 4, Street 3
Behind Pantaloons Showroom
Mayur Marg, Begumpet, Hyderabad
500016
"
2605,oliva Skin and Hair Clinic Gachibowli ,Hospitals/Healthcare,"No. 2-1/6 and 2-1/6A in Survey 
No.59 Plots nos 1 & 2, Fantasy 
Square Gachibowli, Hyderabad. Pin 
Code: 500081"
2606,Genesis Psychology Company ,Hospitals/Healthcare,Banjara Hills
2607,Endura ,Hospitals/Healthcare,"Address - 231,232, Mangalam Paradise Mall,
Mangalam Palace, Sector-3,
Rohini, New Delhi
"
2608,Atharva Ayurveda Panchkarma Centre ,Hospitals/Healthcare,"E-309, Titanium City Centre, 100 
Ft. Anand nagar
Near Sachin Tower, Prahlad Nagar, 
Satellite"
2609,Bone and joint clinic noida ,Hospitals/Healthcare,"B84A, Sector-31, Noida, Uttar Pradesh"
2610,Aura Hair Transplant ,Hospitals/Healthcare,"B-36/144, Gobind Nagar, Pakhowal Road,
Opp. ICICI Bank"
2611,tejabeautyclinic ,Hospitals/Healthcare,"8-3-678/42/23, Opp. Ganapathi Complex, Above Vijaya Bank, Srinagar Colony, Yellareddy Guda, Hyderabad-500073."
2612,Infinity Hair Club ,Hospitals/Healthcare,"504-B, Claridge Apartment, 3 rd Cross 
Lane, Lokhandwala Complex, Andheri 
West "
2613,VM Medical Center ,Hospitals/Healthcare,"# 78 B PANKAJ MANSION, DR ANNIE BESANT ROAD, OPP PODAR HOSPITAL, WORLI,  MUMBAI 400018
"
2614,INDOBEST KOREA ,Hospitals/Healthcare,"C-55, ANAND VIHAR, NEW DELHI"
2615,GHL KOREA ,Hospitals/Healthcare,"B-523, Raghubir Nagar, Near . 
Rajouri Garden Metro Stattion, New 
Delhi, Delhi 110027

"
2616,HEALTHINNATE ,Hospitals/Healthcare,"C-55, ANAND VIHAR, NEW DELHI"
2617,Shanikrupa Heart Care ,Hospitals/Healthcare,"1002, Kumar Surabhi building, 10th 
floor, opposite sai mandir, Near laxmi 
narayan Theatre, Swargate, Pune"
2618,Dr Monga Clinic lajpat nagar ,Hospitals/Healthcare,"20, National Park, Lajpat Nagar, Part-
4,"
2619,Kapoor Kidney and Urostone Centre ,Hospitals/Healthcare,"Site No.2, Near Gurudwara, Opp.45-46 
Traffic Lights, Sector 46-D"
2620,Radiance India ,Hospitals/Healthcare,"KW- 65, Basement, Malibu Town, 
Gurgaon, Haryana-122001"
2621,Paras Equipment ,Hospitals/Healthcare,"3rd Floor, Centaur Complex, beside Facebook Restaurant, 
Opp. Bank of Maharashtra, Vijay Cross Road, Navrangpura
"
2622,manipal Hospitals ,Hospitals/Healthcare,"98, HAL Airport Road Bangalore"
2623,Moringa Wholesale ,Hospitals/Healthcare,"Grenera Nutrients Pvt. Ltd. 37-B, 
Puthupalayam, Avalpoondurai, Erode 
Fort, Erode â€“ 638115, Tamilnadu, 
India"
2624,salita nursing bureau ,Hospitals/Healthcare,near allahabad ban sec 31 nithari
2625,express diagnostics ,Hospitals/Healthcare,29 jay shefali satelite
2626,AnandLab ,Hospitals/Healthcare,"Bangalore, Karnataka, India"
2627,Chawla Medicos ,Hospitals/Healthcare,"Chawla Medicos
Ravinder Singh Chawla (Proprietor)
3515, Gali No 6 2nd Floor Regharpura Karol Bagh
Delhi â€“ 110005, India"
2628,Geeta Nursing Home ,Hospitals/Healthcare,"3- H, Near State Bank Of India, New 
Colony Rd, 	
Shivpuri Extension, Sector 7, 
Gurugram, 	
Haryana 122006	
"
2629,Kapoors Dental Care ,Hospitals/Healthcare,"D-1C/ 1A DDA Flats, Janakpuri, opposite Nangal Raya DDA Complex New Delhi"
2630,SRL Diagnostics ,Hospitals/Healthcare,"C-152, 1st Floor, Arcadia Complex, 
Sohna Road, South City II, Sector 49, 
Gurugram, Haryana"
2631,Spectrum Physio Centre ,Hospitals/Healthcare,"9, OShaughnessy road
Langford gardens
Bangalore"
2632,physioheal physiotherapy Clinic ,Hospitals/Healthcare,"Janakpuri
A-5B/5C,43A,Near Janak Pharmacy,
Lal Sain Mandir Marg, Janak Puri, 
New Delhi, Delhi, India
Rohini
F3, S.D. Shoppers Arcade, DC 
Chowk, Above ICICI Bank, Sector - 
9, Rohini, Delhi, India

Pitampura
A 31, Deepali Chowk ,Saraswati 
Vi"
2633,XL Smiles ,Hospitals/Healthcare,"A/2 Gayatri Krupa Society, Opp. Iscon 
Heights,
Gotri Main Road, Vadodara - 390021"
2634,DoctorQuik ,Hospitals/Healthcare,"The Corenthum, 2612, Tower-A
6th Floor, Plot No. A-41, 
Sec-62 Noida. 
201301 (U.P)"
2635,Sai shree Hospital pune ,Hospitals/Healthcare," Sr.No. 157,CT S No.1104/03,Plot 
No.26,DP Road,Near Shivsagar Hotel, 
Aundh,Pune-
411007,Maharashtra,India.

"
2636,Snehamrut Herbal Product Pvt ltd ,Hospitals/Healthcare,"Snehamrut Herbal Products Pvt Ltd
Plot No.31, Chaitanya Bungalow,
Suncity Road, Anand Nagar.
Pune-411051
"
2637,Nesstate Flora ,Hospitals/Healthcare,"No 4, Veerapandi,  Coimbatore - 641019"
2638,maximaa Proyurveda ,Hospitals/Healthcare,S V Road Kandivali West
2639,Medisidh ,Hospitals/Healthcare,"Medisidh,M/4,Siddhivinayak Medical,jijamata nagar,worli. "
2640,Touch of Life ,Hospitals/Healthcare,"Shop no 8, Sahajanand Complex, 
Next to IDBI bank, East street, 
Pune Camp-411001"
2641,Medspa Cosmetic Plastic Surgery Clinic ,Hospitals/Healthcare,"13 palam marg, vasant vihar, south delhi"
2642,Skin Space Clinic ,Hospitals/Healthcare,"7, Snehadeep, Vidyaniketan Marg, Opp. Shabari Hotel, Next to Waman Hari Pethe Jewellers, Off. M.G.Road, Goregaon (W), Mumbai: 400062."
2643,NK Aggarwal Joints and Spine Centre ,Hospitals/Healthcare,"33-G, B.R.S Nagar, Ludhiana (Punjab)"
2644,Candy man Vapes ,Hospitals/Healthcare,"C-1, C Block Market, Vivek Vihar, 
Phase 1, 110095, New Delhi, India"
2645,drLohiya acupuncture Center ,Hospitals/Healthcare,"Thane West Sky Walk, Thane West
"
2646,Medisys Universal Private Limited ,Hospitals/Healthcare,"Building No. 143, MDC, Sector No. 5
Panchkula, Haryana - 134109, India
"
2647,Diabiant Company ,Hospitals/Healthcare,"Contact 301, 3rd Floor, B-6, Sector â€“ 
64, Noida"
2648,Kanishk Hospital ,Hospitals/Healthcare,"Dr. Ritu Gupta

B Block Saket Colony, PO Ajabpur 
Kalan,  Dehradun. 248001

"
2649,indian health organisation pvt ltd ,Hospitals/Healthcare,"711 , B WING , SAGAR TECH PLAZA , 
ANDHERI KURLA ROAD , SAKI NAKA , 
ANDHERI EAST ."
2650,Miracles Aesthetic Clinic ,Hospitals/Healthcare,"508, Aston Towers, Lokhandwala Complex Road, Sundervan Complex, Shastri Nagar, Andheri West, Mumbai, Maharashtra 400053"
2651,Gem Hospital Thrissur ,Hospitals/Healthcare,"Trichur-Palghat Rd, Priyadarsini Nagar
"
2652,Nirmali Syrup ,Hospitals/Healthcare,"303, 3rd Floor, B-6, Sector â€“ 64 
Noida, India"
2653,Sivananda Yoga Studio ,Hospitals/Healthcare,"C-57 Basement, Sushant Lok 1, Gurgaon"
2654,Delhi Hair clinic ,Hospitals/Healthcare,"Near St No 1, Biwi Wala Road, 
Bathinda-151001(Pb.)."
2655,Dr Anant Kumar ,Hospitals/Healthcare,"1 & 2, Press Enclave Marg, Saket 
Institutional Area, Saket"
2656,arunadiagnostics ,Hospitals/Healthcare,"1-299/7 &2, Arul Colony, Opp: TMC & Max , A S Rao Nagar, Hyderabad-500062."
2657,specsdekho : Best specs for all faces ,Hospitals/Healthcare,"Gf-16,Tirth-bhoomi Residency, Nr-D-mart, Nikol, Ahmedabad."
2658,kalyanidental ,Hospitals/Healthcare,"102-A, Vijay nagar, Krishna Nagar,
Kanpur Road,
Near Krishna Nagar Gate No. 4
Lucknow 226005 (INDIA)"
2659,Xpert Skin Clinic ,Hospitals/Healthcare,"ugf-8, om plaza,opp. sabzi mandi, 
Kursi Road, Tedhi Pulia, lucknow"
2660,Best Rhinoplasty Delhi ,Hospitals/Healthcare,"13, Palam Marg, Vasant Vihar"
2661,Rajeeva Ranjan ,Hospitals/Healthcare,"D-440, Vashi Plaza, Sector â€“ 17"
2662,Navpaurush ,Hospitals/Healthcare,"302, 3rd Floor, B-6, Sector â€“ 64, 
Noida"
2663,Cure In India ,Hospitals/Healthcare,": A/18, 4TH Floor, Chotu Seth 
Building,
Opp Shiv Mandir, Ram Nagar 
Dombivali (East)
"
2664,SignatureSkin ,Hospitals/Healthcare,"181, II Floor, Khandaka Tower, Rathore 
Nagar, Amrapali Path, Vaishali Nagar, 
Jaipur"
2665,Liposuction India ,Hospitals/Healthcare,"Palam Marg, Vasant Vihar"
2666,Vascularinterventionclinic ,Hospitals/Healthcare," Lucid diagnostic building, Behind 
radhika theater,Â DR AS Rao 
nagar.Â ECIL, HYDERABAD"
2667,Dr Morepen Now ,Hospitals/Healthcare,"E-29
Hauz Khas, Main Market "
2668,AUREL MED SHIEL PVT LTD ,Hospitals/Healthcare,"301-C, 3RD FLOOR, 55, DARYA GANJ, NEW 
DELHI-110002. INDIA.
"
2669,32Smiles ,Hospitals/Healthcare,"1321/1, Premium Point, Opp. Modern
Highschool, Near Titan Showroom ,
J. M. Road, Shivaji Nagar"
2670,hair sure ,Hospitals/Healthcare,"HAIR SURE Hair Transplant Centre, 
3rd Floor, Plot No.1,
Street No.5, Opp.Hotel Krishna 
Residency,
Main Road, Habsiguda,
Hyderabad-500 007."
2671,Jawed Habib Salon Gomti Nagar ,Hospitals/Healthcare,"First Floor, 5/599, Vikaskhand 5, Gwari Village, Vikas Khand, Gomti Nagar, Lucknow"
2672,clinicspots Bangalore ,Hospitals/Healthcare,"19th 11th main, 7th sector, H.S.R., 
14th B Cross Rd, HSR Layout, 
Bengaluru, Karnataka 560102"
2673,clinic spots ,Hospitals/Healthcare,Near Delhi Public School Chandigarh
2674,Fit And Relax ,Hospitals/Healthcare,"Block M, Sector 11, Noida"
2675,health Plus ,Hospitals/Healthcare,"5th Floor, Today Square, Near Usmanpura briedge, Behind Nabard, Ashram Road, Ahmedabad (GUJ) INDIA - 380014"
2676,Piles Centre Indiapiles ,Hospitals/Healthcare,"4th Floor, Millenium Star Extension, Adjacent to Ruby Hall Entrance Gate, Dhole Patil Road, Pune, Maharashtra 411001"
2677,skin specialist in bangalore ,Hospitals/Healthcare,"Aum sai chs, shop no. 5, sector 7 
kharghar navi mumbai maharashtra 
410210"
2678,Adcare Enterprise ,Hospitals/Healthcare,"Adcare Enterprise, C/o: Kuvarmegh 
Enterprise
13/Chaturbhuj complex, Ganeshpur, 
Modasa"
2679,SRL Diagnostics Gurgaon ,Hospitals/Healthcare,"SRL is the largest Diagnostics 
Company in India having an 
impressive Reach, providing 
superior quality diagnostics 
services to its customers through a 
very efficient network of labs and 
collection points."
2680,32 Pearls Multi Specialist Dental Clinic and Implant Center ,Hospitals/Healthcare,"311, 3rd Floor, Shanti Arcade, 
Nr. Jaymangal BRTS stop, 
132 Ring Road, Naranpura, 
Ahmedabad-380013 (Gujarat) India"
2681,DNA Forensics Laboratory  ,Hospitals/Healthcare,"44F/9 Rajendra complex Kishangarh, 
Sector â€“ A, Vasant Kunj, "
2682,radiiance Advanced Hair Transpalnt Center ,Hospitals/Healthcare,"Rajeshwara Building,
IMAGE Hospital Road,
Ameerpet, Hyderabad,
Telangana-500073, India"
2683,SS NUTRACARE ,Hospitals/Healthcare,"A-5/234, First Floor Paschim Vihar, 
New Delhi - 110063"
2684,The Knee Klinik ,Hospitals/Healthcare,"Olive Health Center Row House no. 5 Lunkad Gardens Opp Datt Mandir, Viman Nagar, Pune, Maharashtra 411013"
2685,smartifyhealth ,Hospitals/Healthcare,"#10, Jamanadas Industrial Estate, 
Phase -1, Dr R.P. Road, Mulund (West),"
2686,Alkwa ,Hospitals/Healthcare,"460, Marvel vista, 4th Floor, 
Lullanagar Chowk, Above PNG 
jewellers, Pune 411048.
"
2687,Karma Ayurveda ,Hospitals/Healthcare,"G-20 N.D.M.-1
OPPOSITE NIMS 
NETAJI SUBHASH PALACE 
PITAMPURA
DELHI - 110034
"
2688,Phillips Body Massage Spa ,Hospitals/Healthcare,"C-60 Humayunpur Village
Safdarjung Enclave
"
2689,Radiiance Advanced Hair Transplant center ,Hospitals/Healthcare,"Rajeshwara Building,
IMAGE Hospital Road,
Ameerpet.
."
2690,Vascular Care Center for Vascular and Endo Vascular Surgeries ,Hospitals/Healthcare,"6-3-649,LANE BESIDE MAHESHWARI 
CHAMBERS,
SOMAJIGUDA, HYDERABAD, TELANGANA, 
INDIA."
2691,vascular Care Center ,Hospitals/Healthcare,"6-3-649,Lane Beside Maheshwari 
Chambers, Somajiguda,HYD"
2692,MedFlyVet Healthcare Pvt Ltd ,Hospitals/Healthcare,"Division - Animal Health, 13, Platinum Techno Park, Sector 30, Vashi, Navi-Mumbai, 400705, MH, India
"
2693,Dr Kathuria Multispeciality Dental Clinic ,Hospitals/Healthcare,"E-143, East of Kailash"
2694,Rajarajeswari Medical College and hospital ,Hospitals/Healthcare,"RRMCH
No.202, Kambipura, Mysore Road,

Bengaluru-560 074."
2695,Thefamilydoctor ,Hospitals/Healthcare,"660/1, Akshaya, 4th Floor
100 Feet Road
Indiranagar
Bangalore 560038
"
2696,Myra   ,Hospitals/Healthcare,"293, Niti Khand-2, Indrapuram, Ghaziabad"
2697,PDC Health ,Hospitals/Healthcare,"12, Shreeramkrupa CHS.,Datta Meghe 
Engg. College Road, Sector 2A, 
Airoli, Navi Mumbai"
2698,Hospytek ,Hospitals/Healthcare,"SCO 10-11, Charanjeev Enclave,  Above ICICI 
Bank, Ambala-Chd Road, Zirakpur(PB)"
2699,First Medical Diagnostics Pvt. Ltd. ,Hospitals/Healthcare,"Unit No. 315, 3rd Floor, Vikas 
Surya Shopping Complex
Plot No. 18, Mangalam Place, 
Rohini, Sector - 3, Delhi - 110085."
2700,surgivisor ,Hospitals/Healthcare,"2209, Express Trade Tower 2, B-36 Sec 
132, Greater Noida"
2701,Ratan Hospital ,Hospitals/Healthcare,"Gordhanwadi Tekra, Kankaria
"
2702,Mahaveer Eye Hospital ,Hospitals/Healthcare,"212, 2nd floor,
East Wing, Aurora Towers,
M.G. Road, Camp,
Pune -411001."
2703,hairtransplantcentre ,Hospitals/Healthcare,"50, JDA MARKET, MANSAROVAR, LINK 
ROAD,RIDHI SIDHI CIRCLE, JAIPUR 
(302018), RAJASTHAN
"
2704,Credihealth ,Hospitals/Healthcare,"463, Udyog Vihar Phase V, Gurgaon,Haryana-122016
"
2705,BabyChakra ,Hospitals/Healthcare,"3B-48/49, Phoenix Paragon Plaza, 
L.B.S. Marg, Kurla (W), Mumbai
/"
2706,Sparkle Hair Transplant Clinic ,Hospitals/Healthcare,"c-wing, 3rd Floor, Chandan Valley, 
Opposite shivar Garden, Mira Road East"
2707,NATUROVEDA HEALTH WORLD ,Hospitals/Healthcare,"26, RAM KAMAL SEN LANE KOLKATA."
2708,Opus Dental Specialities ,Hospitals/Healthcare,"204, B/C, Elphinstone House, 17, Murzban Road,
Near Sterling Cinema Fort,
Mumbai"
2709,Prakruti Jiyo Fresh ,Hospitals/Healthcare,"Kaas Road, Yavateshwar, Satara"
2710,Thyrocare ,Hospitals/Healthcare,"D-37/1, MIDC, Turbhe, Opp. Sandoz, 
Navi Mumbai"
2711,Creative Dental Clinic ,Hospitals/Healthcare,"Office no. 113, Wing  D , 1st 
floor, Naren Pearl, Adjacent to 
Athashree, Near Seasons Mall of 
Magarpatta, Hadapsar, Pune - 
411028."
2712,Amulya cosmetic surgery clinic delhi ,Hospitals/Healthcare,"28/27, Bodhraj Kohli Marg, Block 28, 
East Patel Nagar, New Delhi, Delhi 
110008"
2713,skintreatment ,Hospitals/Healthcare,"201, Shri Krishna Complex, 2nd 
Floor, Opposite, Yash Raj Films 
Studio Close to Fun Republic Cinema 
and Balaji Telefilms, New Link 
Road. Andheri (West), Mumbai â€“ 400 
053, Maharashtra, India."
2714,Skin City ,Hospitals/Healthcare,"The Nucleus Mall, F5, F6 a, F6b, F7, F8 & S9, Floor 1 & 2nd, Church Road, Opposite Commissioner Office, Camp, Pune - 411001
"
2715,NHT Hair clinic Pune ,Hospitals/Healthcare,"B-1 Friends Enclave, In front of Sai Heera Building,Mundwa, Pune "
2716,Amruta Pharma ,Hospitals/Healthcare,"A/3, Shiv Ganga Apartment, Misquitta Nagar, Ramkuwar Thakur Road, Dahisar (East)"
2717,Dr Lalchandani path lab ,Hospitals/Healthcare,"J-36, Lajpat Nagar-II,
Block J Lajpat Nagar 2,
South District, New Delhi â€“ 110024"
2718,YAM YOGA HELATH CARE OPC PVT LTD ,Hospitals/Healthcare,"Indirapuram, Ghaziabad"
2719,My E Health Checkup ,Hospitals/Healthcare,"30/689, 1st floor, Mother Towers,
Opposite Civil Station Muncipal Jn,
N.H Byepass, Chalakudy, Thrissur,
Kerala, India"
2720,eliteeyehospital ,Hospitals/Healthcare,"Elite Eye Hospital & Laser Centre
3rd floor, Dattani Chambers,
S. V. road, Malad (W),
Mumbai - 400064, India"
2721,MyGlamm Home Beauy Salon Services ,Hospitals/Healthcare,"Saidpur Jute House, Sitaram Mills Compound 1st Floor, Near Lodha Bellissimo, Behind Thakker Industrial Estate, Off Dilail Road,"
2722,Nutreat ,Hospitals/Healthcare,"P-103, 
Purple Flower Building,
Santram Dairy Road,
Nadiad â€“ 387001, Gujarat, India
"
2723,elite Dental Care ,Hospitals/Healthcare,"H.No. B-167, Ground Floor, Sector-122 
Noida."
2724,Dentalkart ,Hospitals/Healthcare,"Vasa Denticity Pvt Ltd, 
MAMC, Delhi Gate
Delhi"
2725,Sanjeevani Hair and Skin Centre ,Hospitals/Healthcare,"Bilaspur Chowk, NH 8, Near Hotel Sukh 
Sagar, BILASPUR, Gurgaon"
2726,Athena Hair Now Best Hair Transplant Chandigarh ,Hospitals/Healthcare,"SCF 31,1st Floor,Inner Market ,Sector 
7C Chandigarh"
2727,Kavis Beauty Parlour ,Hospitals/Healthcare,"P.J.P.HOMES 
A- BLOCK,F1 PALLAVARAM ROAD, KOLAPAKKAM, CHENNAI"
2728,Nutreat.in ,Hospitals/Healthcare,"P-103, Purple Flower Building, Santram Dairy Road"
2729,Doublestemcell ,Hospitals/Healthcare,"5/11 Amer Comlpex Second Floor
In Front Of PNB Bank mp nagar zone 2  
bhopal"
2730,Adult and Adolescent Vaccination Centre ,Hospitals/Healthcare,"J-1, Nilmani, Opp Sarthi Row House ,
Sonal char rasta, Gurukul road,
Memnagar 
Ahmedabad 52"
2731,Cloud9spa ,Hospitals/Healthcare,"316, 2nd Floor, At District Centre
Behind BPCL, Infront of Akash 
Institute, Chandrasekharpur"
2732,Vision Express ,Hospitals/Healthcare,"  Vision Express, Ground Floor, Sri 
Vari Arcade, HBCS Bheema 
Jyotinagar, Near Shankar Mutt, 
Basaveshwara Nagar, Bangalore - 
560079"
2733,Free Doctor Helpline ,Hospitals/Healthcare,"15/51, old rajendra nagar,Delhi"
2734,Dental360Services ,Hospitals/Healthcare,"Tirumala Hills Apartments, Flat No. 
402,HYD
"
2735,Herbalife Distributor Bangalore ,Hospitals/Healthcare,"Puttanna Rd Basavangudi Bangalore 
Karnataka 560004"
2736,MP Fitness ,Hospitals/Healthcare,"The Palm Springs, Golf Course Road, 
DLF-V Gurgaon 122002 Haryana"
2737,Skin Treatment India ,Hospitals/Healthcare,"13, palam marg, vasant vihar, new delhi"
2738,Tempo Healthcare ,Hospitals/Healthcare,"T-02, 3rd Floor, B-24, Sector 1"
2739,Truworth Wellness ,Hospitals/Healthcare,"Office No. 705 Antriksh Thakur
Makwana Road, Marol,
Andheri (East)"
2740,Skin Plus ,Hospitals/Healthcare,"A-24, Hauz Khas, Beside HDFC Bank, New 
Delhi"
2741,Sree Bhanu Ayurveda Clinc ,Hospitals/Healthcare,"Plot No 35 and 36, Old Vasavi 
Nagar, Karkhana, Hyderabad, 
Telangana 500009. "
2742,goudaent ,Hospitals/Healthcare,"Dr Gouda Ramesh ENT Centre, Beside 
Sridevi Asian Mall,
Opp: Kalyani Hospital, Bus Stand 
Road, Hanamkonda.

"
2743,nutripedia ,Hospitals/Healthcare,"2nd Floor, Spazedge Sohna Road, Gurgaon"
2744,Lotus Eye Hospital and Institute ,Hospitals/Healthcare,"533/33A -33F, TejasTower, S.A. Road, 
Kadavanthra, Kochi, Ernakulam, Kerala 
- 682020"
2745,Mediance Healthcare ,Hospitals/Healthcare,"M-10, Chittaranjan Park,
New Delhi-110019, India"
2746,Elixir fertility Centre ,Hospitals/Healthcare,"Vardhman Royal Plaza, Plot No.5, 
LSC Gujranwala Town- 1, Delhi-
110009"
2747,Hale Sciences ,Hospitals/Healthcare,"G-36, Outer Circle, Connaught Place"
2748,Aadya Healthcare ,Hospitals/Healthcare," #589,Ground Floor,
3rd Main, Opp Sankey Tank,
Sadashivanagar,
Bangalore - 560 080
Karnataka, India "
2749,prashanthihospitals ,Hospitals/Healthcare," Machili Bazar, Brahmanawada, 
Hanamkonda, Telangana 506011"
2750,RaoSent Care ,Hospitals/Healthcare,"Plot no 29, Road no.4, KPHB 3rd 
phase, Kukatpally, Telangana, 
Hyderabad"
2751,delight clinic dental ,Hospitals/Healthcare,"3 Senses ENT Clinic1293, Near Ajanta Public School,
Near main HUDA Market, Sector- 31, Gurgao"
